IDTURMA,IDPROFESSOR
20639,52945
20640,62344
20641,58096
20642,57639
20643,58096
20645,85669
20646,953
20647,62344
20648,58096
20650,62344
20651,62344
20652,52945
20653,686
20654,58096
20693,85669
20698,58543
20717,57639
20725,62344
20759,686
20790,58543
20806,686
20820,58096
20850,65877
20859,82070
20860,82070
20861,63882
20862,82070
20863,82070
20877,83288
20884,63882
20888,63882
20892,72039
20902,82070
20909,65877
20917,82070
20919,84328
20922,84328
20935,87001
20941,87001
20948,63882
20950,72039
20959,87001
20964,87001
20970,57972
20982,65877
20985,87001
20993,83288
20997,65877
20998,63882
20999,72039
21000,82070
21003,83288
21005,65877
21009,65877
21011,72039
21012,87001
21014,87001
21077,58096
21331,83288
21345,82070
21465,83288
