IDTURMA,IDPROFESSOR
20396,1502
20399,71117
20404,71117
20405,35259
20406,519
20407,683
20408,690
20409,68173
20410,67720
20411,57381
20412,52945
20414,35259
20415,1585
20416,1347
20417,1259
20418,683
20419,1347
20423,57381
20427,1107
20428,78645
20429,46494
20432,1347
20433,1347
20434,743
20436,71117
20437,70342
20438,44206
20439,70342
20440,72051
20441,57290
20442,91896
20443,1347
20444,59008
20445,67720
20446,69242
20447,1347
20449,54448
20450,63270
20451,913
20452,913
20453,57455
20454,75379
20455,70342
20456,52945
20457,913
20458,1585
20459,1585
20460,46793
20461,63270
20466,63756
20468,805
20469,69242
20471,59008
20472,805
20473,57381
20475,82080
20476,57290
20481,1107
20482,80479
20484,85646
20485,1161
20486,54448
20487,46494
20488,67720
20489,1543
20490,70342
20491,13828
20492,82080
20493,1107
20494,13828
20495,1502
20497,57455
20508,75379
20509,80479
20510,52945
20511,64727
20512,52945
20515,54448
20517,57455
20518,226
20519,1012
20520,69995
20521,46793
20522,85646
20523,743
20524,35259
20525,70342
20527,805
20528,690
20530,69990
20531,13828
20532,44206
20534,46793
20535,35259
20536,59008
20537,91896
20538,91896
20539,71117
20540,68173
20541,728
20542,1585
20543,68173
20544,44206
20545,68173
20546,67720
20549,1161
20550,1012
20552,44206
20553,805
20554,46494
20569,50588
20570,449
20571,690
20572,48922
20573,1617
20574,75958
20575,1014
20576,728
20577,1014
20578,1288
20579,1617
20580,1288
20581,1288
20582,48922
20583,743
20584,1585
20587,63270
20588,85646
20589,1012
20590,449
20591,1585
20592,1107
20593,48922
20594,73383
20595,1502
20596,70342
20597,1014
20599,1585
20601,63270
20602,226
20605,226
20606,1585
20607,70342
20609,75379
20630,1161
20631,1502
20633,70342
20634,57381
20636,54448
20639,62344
20640,953
20641,953
20642,686
20643,58096
20645,58096
20646,1391
20647,85669
20648,52945
20650,57639
20651,85669
20652,52945
20653,57639
20654,85669
20659,64727
20661,1161
20663,66626
20669,82080
20680,1188
20681,690
20684,35259
20688,71117
20689,50588
20690,63756
20693,58096
20694,50588
20696,66626
20698,1167
20699,69995
20700,69995
20701,913
20703,75379
20704,54448
20705,1173
20707,69995
20709,1161
20710,1161
20711,1617
20712,0
20714,52945
20715,73383
20716,1012
20717,1167
20719,1585
20721,46793
20722,73383
20724,80479
20725,62344
20726,0
20731,1014
20734,1543
20736,69242
20737,1347
20740,1502
20754,395
20757,913
20758,63270
20759,686
20769,1107
20789,1543
20790,58543
20795,72051
20802,1188
20806,686
20807,1107
20819,57381
20820,58096
20823,1014
20829,683
20850,87001
20854,59008
20859,82070
20860,63882
20861,63882
20862,82070
20863,82070
20876,69242
20877,82070
20884,82070
20888,83288
20889,57290
20892,72039
20902,72039
20905,683
20909,65877
20910,73383
20913,91896
20917,82070
20918,48922
20919,72039
20922,84328
20923,71117
20933,46494
20935,87001
20939,1188
20941,87001
20943,72051
20948,83288
20950,63882
20954,743
20959,83288
20964,72039
20970,65877
20982,57972
20985,57972
20993,57972
20997,72039
20998,82070
20999,65877
21000,63882
21003,57972
21005,65877
21009,83288
21011,63882
21012,72039
21014,65877
21020,91896
21036,91896
21055,57381
21056,1502
21057,1107
21059,519
21060,395
21061,1259
21062,683
21063,44206
21064,1188
21065,78645
21066,46494
21067,57290
21068,57290
21069,57290
21070,71117
21072,69990
21074,67720
21075,78645
21077,57639
21084,35259
21085,2346
21086,89226
21087,87984
21096,2076
21097,56939
21099,90998
21100,57649
21101,89226
21102,57649
21105,74355
21106,2076
21108,2076
21109,74355
21110,89226
21113,2076
21115,56939
21116,2114
21117,56939
21119,53429
21120,88653
21121,88653
21123,53429
21124,80140
21125,89226
21126,53429
21127,57649
21128,57649
21129,74355
21130,2114
21132,74355
21133,2114
21134,2114
21135,89226
21136,74355
21138,57649
21139,89226
21140,53429
21141,87984
21142,80140
21143,57649
21144,2114
21145,53429
21146,89226
21147,74355
21148,80140
21149,2076
21150,86157
21151,87984
21153,2346
21155,80140
21156,56939
21159,80140
21164,86213
21165,56939
21166,2346
21167,86157
21168,88653
21170,2346
21171,56939
21172,57649
21173,80140
21174,88653
21176,90998
21177,2076
21178,86213
21179,86213
21180,2346
21181,86213
21182,86213
21184,53429
21185,86157
21186,86157
21187,0
21197,2114
21198,74355
21199,56939
21203,87984
21205,88653
21206,86213
21208,87984
21209,90942
21223,1543
21226,728
21227,75958
21228,1543
21229,1107
21230,46494
21231,519
21232,72051
21233,13828
21234,72051
21235,683
21236,519
21237,1288
21238,57290
21239,48922
21240,69990
21241,690
21244,50588
21249,1161
21322,1188
21324,13828
21325,395
21326,46494
21327,395
21328,46494
21329,35259
21331,72039
21333,57455
21334,51797
21345,82070
21351,70342
21354,13828
21357,85646
21378,72051
21384,1543
21398,1502
21445,74355
21448,1617
21450,68173
21454,72051
21455,68173
21462,82080
21465,0
21477,75958
21480,728
21488,51797
21490,1617
