IDTURMA,IDPROFESSOR
20396,683
20399,1188
20404,1288
20405,1107
20406,805
20407,1288
20408,690
20409,690
20410,519
20411,690
20412,80479
20414,805
20415,1259
20416,57381
20417,35259
20418,82080
20419,70342
20423,57381
20427,1347
20428,69990
20429,48922
20432,1188
20433,48922
20434,70342
20436,69985
20437,57381
20438,1014
20439,78645
20440,690
20441,70342
20442,44206
20443,72051
20444,690
20445,1107
20446,1502
20447,72051
20449,226
20450,70342
20451,35245
20452,226
20453,52945
20454,80479
20455,54448
20456,50588
20457,63270
20458,63270
20459,63756
20460,51797
20461,63270
20466,70342
20468,57381
20469,182
20471,182
20472,69985
20473,13828
20475,59008
20476,35259
20481,1543
20482,80479
20484,80479
20485,54448
20486,52945
20487,46494
20488,728
20489,690
20490,519
20491,1259
20492,69242
20493,13828
20494,1014
20495,743
20497,913
20508,226
20509,69995
20510,54448
20511,85646
20512,52945
20515,913
20517,70342
20518,1161
20519,63270
20520,1161
20521,70342
20522,1012
20523,57290
20524,1502
20525,57455
20527,1543
20528,1347
20530,70342
20531,78645
20532,683
20534,1012
20535,75958
20536,35259
20537,69990
20538,48922
20539,69985
20540,1347
20541,91896
20542,69990
20543,67720
20544,91896
20545,1585
20546,743
20549,52945
20550,46793
20552,68173
20553,1617
20554,1188
20569,63270
20570,59008
20571,44206
20572,1347
20573,75958
20574,71117
20575,67720
20576,48922
20577,1014
20578,1288
20579,75958
20580,449
20581,1014
20582,68173
20583,75958
20584,1288
20587,63756
20588,52945
20589,35245
20590,57455
20591,449
20592,1107
20593,46494
20594,72051
20595,182
20596,91896
20597,73383
20599,51797
20601,52945
20602,226
20605,35245
20606,913
20607,50588
20609,52945
20630,75379
20631,690
20633,72051
20634,78645
20636,63756
20639,57639
20640,58096
20641,58096
20642,953
20643,1193
20645,686
20646,57639
20647,1193
20648,62344
20650,686
20651,686
20652,62344
20653,1193
20654,1391
20659,70342
20661,1173
20663,1173
20669,69985
20680,805
20681,728
20684,35259
20688,68173
20689,1161
20690,52945
20693,62344
20694,69995
20696,52945
20698,57639
20699,1585
20700,69995
20701,75379
20703,64727
20704,1585
20705,66626
20707,64727
20709,1161
20710,1161
20711,69990
20712,52945
20714,52945
20715,72051
20716,1012
20717,62344
20719,69995
20721,70342
20722,46494
20724,80479
20725,85669
20726,46793
20731,69985
20734,57290
20736,805
20737,1014
20740,395
20754,683
20757,1585
20758,913
20759,85669
20769,1107
20789,683
20790,1540
20795,44206
20802,71117
20806,1391
20807,78645
20819,1259
20820,58096
20823,683
20829,1014
20850,57972
20854,73383
20859,82070
20860,63882
20861,63882
20862,82070
20863,82070
20876,1259
20877,65877
20884,63882
20888,82070
20889,805
20892,83288
20902,83288
20905,72051
20909,65877
20910,73383
20913,69242
20917,84328
20918,46494
20919,82070
20922,82070
20923,71117
20933,48922
20935,87001
20939,57381
20941,63882
20943,57290
20948,65877
20950,72039
20954,1617
20959,87001
20964,72039
20970,57972
20982,57972
20985,57972
20993,83288
20997,72039
20998,63882
20999,87001
21000,82070
21003,65877
21005,83288
21009,63882
21011,84328
21012,72039
21014,83288
21020,75958
21036,449
21055,57381
21056,1502
21057,395
21059,1107
21060,519
21061,44206
21062,683
21063,57290
21064,1107
21065,70342
21066,69242
21067,72051
21068,805
21069,728
21070,1288
21072,69990
21074,1617
21075,1347
21077,1193
21084,59008
21085,2346
21086,80140
21087,86213
21096,57649
21097,56939
21099,90998
21100,88653
21101,53429
21102,88653
21105,89226
21106,80140
21108,74355
21109,56939
21110,89226
21113,53429
21115,53429
21116,2076
21117,74355
21119,88653
21120,57649
21121,80140
21123,56939
21124,2076
21125,74355
21126,53429
21127,2076
21128,53429
21129,74355
21130,2114
21132,74355
21133,2114
21134,53429
21135,80140
21136,53429
21138,74355
21139,2346
21140,53429
21141,86157
21142,57649
21143,74355
21144,2114
21145,2346
21146,89226
21147,56939
21148,2076
21149,86213
21150,86157
21151,87984
21153,57649
21155,86157
21156,56939
21159,89226
21164,56939
21165,56939
21166,86213
21167,2076
21168,2076
21170,2076
21171,56939
21172,90998
21173,87984
21174,90998
21176,2114
21177,80140
21178,88653
21179,56939
21180,2346
21181,88653
21182,86157
21184,86213
21185,80140
21186,86157
21187,0
21197,2114
21198,57649
21199,2076
21203,80140
21205,53429
21206,88653
21208,90998
21209,89226
21223,1347
21226,728
21227,1617
21228,1502
21229,519
21230,1347
21231,519
21232,57381
21233,1188
21234,59008
21235,69985
21236,519
21237,69990
21238,71117
21239,69990
21240,1188
21241,449
21244,1173
21249,75379
21322,1188
21324,35259
21325,57455
21326,78626
21327,519
21328,78626
21329,13828
21331,87001
21333,51797
21334,63756
21345,65877
21351,78645
21354,78626
21357,64727
21378,1543
21384,1014
21398,395
21445,2114
21448,75958
21450,1014
21454,70342
21455,68173
21462,57381
21465,83288
21477,69985
21480,13828
21488,51797
21490,395
