IDTURMA,IDPROFESSOR
20396,1347
20399,690
20404,728
20405,68173
20406,57381
20407,1259
20408,69990
20409,395
20410,1617
20411,1617
20412,54448
20414,683
20415,82080
20416,1107
20417,1502
20418,1014
20419,1543
20423,1585
20427,1107
20428,78645
20429,449
20432,46494
20433,72051
20434,72051
20436,71117
20437,1014
20438,70342
20439,1259
20440,690
20441,743
20442,69242
20443,1502
20444,13828
20445,46494
20446,1107
20447,59008
20449,57455
20450,80479
20451,46793
20452,1012
20453,70342
20454,57455
20455,52945
20456,50588
20457,63270
20458,913
20459,913
20460,1012
20461,46793
20466,35245
20468,59008
20469,67720
20471,69985
20472,69242
20473,91896
20475,1259
20476,805
20481,1107
20482,226
20484,75379
20485,226
20486,70342
20487,44206
20488,805
20489,1288
20490,449
20491,82080
20492,70342
20493,72051
20494,690
20495,683
20497,52945
20508,80479
20509,54448
20510,913
20511,75379
20512,54448
20515,70342
20517,913
20518,50588
20519,63270
20520,75379
20521,1585
20522,1161
20523,67720
20524,57455
20525,35259
20527,1543
20528,71117
20530,69242
20531,69985
20532,1288
20534,913
20535,69990
20536,68173
20537,70342
20538,449
20539,68173
20540,69985
20541,1617
20542,69985
20543,91896
20544,68173
20545,69990
20546,75958
20549,913
20550,1585
20552,1617
20553,805
20554,69990
20569,50588
20570,59008
20571,44206
20572,48922
20573,1014
20574,91896
20575,48922
20576,67720
20577,743
20578,728
20579,743
20580,690
20581,1617
20582,75958
20583,690
20584,35259
20587,63756
20588,1012
20589,70342
20590,1188
20591,69990
20592,743
20593,72051
20594,69985
20595,69990
20596,82080
20597,1014
20599,63756
20601,63270
20602,35245
20605,226
20606,1173
20607,1161
20609,54448
20630,52945
20631,1347
20633,82080
20634,683
20636,64727
20639,953
20640,58096
20641,62344
20642,57639
20643,686
20645,85669
20646,953
20647,686
20648,52945
20650,85669
20651,686
20652,1391
20653,58096
20654,62344
20659,50588
20661,54448
20663,64727
20669,67720
20680,35259
20681,57381
20684,1502
20688,57290
20689,75379
20690,52945
20693,57639
20694,913
20696,75379
20698,78631
20699,1173
20700,50588
20701,63756
20703,1585
20704,50588
20705,1161
20707,1173
20709,1161
20710,1161
20711,1188
20712,0
20714,52945
20715,728
20716,913
20717,57639
20719,50588
20721,46793
20722,69985
20724,80479
20725,58096
20726,0
20731,1014
20734,35259
20736,44206
20737,805
20740,1502
20754,1502
20757,51797
20758,69995
20759,85669
20769,449
20789,1543
20790,58543
20795,13828
20802,69985
20806,1391
20807,743
20819,67720
20820,78631
20823,44206
20829,1502
20850,65877
20854,69242
20859,82070
20860,82070
20861,63882
20862,63882
20863,82070
20876,46494
20877,63882
20884,63882
20888,82070
20889,1288
20892,83288
20902,65877
20905,44206
20909,65877
20910,1347
20913,57381
20917,82070
20918,805
20919,72039
20922,84328
20923,1014
20933,46494
20935,63882
20939,46494
20941,87001
20943,57290
20948,57972
20950,72039
20954,743
20959,87001
20964,87001
20970,87001
20982,87001
20985,87001
20993,57972
20997,65877
20998,82070
20999,72039
21000,63882
21003,57972
21005,65877
21009,83288
21011,84328
21012,63882
21014,83288
21020,1347
21036,69990
21055,57381
21056,1585
21057,1107
21059,1107
21060,395
21061,1188
21062,57290
21063,69990
21064,72051
21065,78645
21066,70342
21067,1259
21068,48922
21069,805
21070,57381
21072,1107
21074,82080
21075,1543
21077,58543
21084,67720
21085,2076
21086,80140
21087,90998
21096,74355
21097,74355
21099,87984
21100,80140
21101,74355
21102,74355
21105,56939
21106,74355
21108,2076
21109,53429
21110,89226
21113,2346
21115,53429
21116,57649
21117,89226
21119,2114
21120,56939
21121,88653
21123,80140
21124,87984
21125,53429
21126,74355
21127,2346
21128,57649
21129,53429
21130,53429
21132,2114
21133,90998
21134,57649
21135,88653
21136,53429
21138,74355
21139,56939
21140,2114
21141,56939
21142,89226
21143,57649
21144,2114
21145,56939
21146,89226
21147,80140
21148,53429
21149,86213
21150,86213
21151,80140
21153,88653
21155,86157
21156,87984
21159,2346
21164,80140
21165,86213
21166,2114
21167,56939
21168,2114
21170,88653
21171,86213
21172,90998
21173,56939
21174,90998
21176,88653
21177,86157
21178,57649
21179,87984
21180,88653
21181,2076
21182,86213
21184,86157
21185,0
21186,87984
21187,0
21197,74355
21198,53429
21199,2076
21203,80140
21205,57649
21206,86213
21208,87984
21209,89226
21223,70342
21226,449
21227,91896
21228,683
21229,449
21230,69990
21231,1107
21232,1259
21233,1188
21234,46494
21235,13828
21236,1288
21237,57290
21238,1288
21239,57290
21240,690
21241,1188
21244,1161
21249,1012
21322,1188
21324,1502
21325,550
21326,13828
21327,1502
21328,395
21329,728
21331,87001
21333,63756
21334,51797
21345,83288
21351,72051
21354,1347
21357,75379
21378,46494
21384,69242
21398,550
21445,53429
21448,48922
21450,1188
21454,48922
21455,78645
21462,82080
21465,0
21477,1288
21480,805
21488,51797
21490,1617
