IDTURMA,IDPROFESSOR
20331,57070
20332,849
20333,82085
20334,57070
20335,1291
20336,1583
20337,69990
20338,57455
20339,65341
20340,1617
20341,1412
20342,69242
20343,2048
20344,1391
20345,70342
20346,75421
20347,51797
20348,70373
20349,75453
20350,51797
20351,849
20352,70342
20353,75421
20354,48266
20355,75453
20356,57455
20357,1084
20358,46793
20359,70342
20360,57070
20361,57309
20362,2048
20363,69990
20364,48266
20365,57309
20366,77145
20367,82085
20368,90927
20369,57309
20370,46793
20371,70373
20372,49332
20373,75421
20378,1084
20379,57309
20380,75453
20381,1489
20383,1412
20384,686
20385,1412
20386,1291
20387,1583
20388,13699
20389,1583
20392,46793
20393,51797
20394,765
20395,46793
20396,1347
20397,1489
20398,58096
20399,728
20400,48266
20401,49332
20402,65341
20403,1182
20404,683
20405,728
20406,519
20407,805
20408,68173
20409,46494
20410,71117
20411,728
20412,75379
20413,57257
20414,82080
20415,690
20416,395
20417,805
20418,71117
20419,690
20421,1291
20422,82085
20423,1502
20427,1107
20428,72051
20429,46494
20432,1188
20433,68173
20434,69985
20436,91896
20437,1502
20438,449
20439,69990
20440,73383
20441,743
20442,805
20443,1502
20444,91896
20445,1585
20446,805
20447,59008
20449,35245
20450,75379
20451,1012
20452,69995
20453,54448
20454,913
20455,70342
20456,50588
20457,46793
20458,35245
20459,1585
20460,35245
20461,46793
20462,75379
20463,1583
20465,184
20466,1012
20467,1617
20468,1188
20469,1107
20471,1502
20472,522
20473,67720
20475,1259
20476,1347
20481,1288
20482,1585
20484,80479
20485,35245
20486,54448
20487,1347
20488,57381
20489,1502
20490,1288
20491,91896
20492,683
20493,69242
20494,69242
20495,72051
20496,70342
20497,1012
20499,1399
20501,1357
20503,58096
20504,62344
20505,75379
20506,1107
20507,71117
20508,1012
20509,57455
20510,913
20511,64727
20512,70342
20513,686
20514,68650
20515,52945
20517,54448
20518,63270
20519,913
20520,54448
20521,63270
20522,75379
20523,683
20524,743
20525,1347
20527,728
20528,57381
20530,70342
20531,522
20532,1543
20533,75421
20534,1585
20535,1585
20536,743
20537,70342
20538,743
20539,35259
20540,75958
20541,67720
20542,690
20543,728
20544,59008
20545,1617
20546,1617
20547,1154
20549,1012
20550,65161
20552,1288
20553,1617
20554,82080
20555,1107
20556,1540
20557,1167
20558,62344
20559,849
20560,57070
20561,62344
20563,62344
20564,65877
20565,57639
20567,849
20569,65161
20570,449
20571,69990
20572,1014
20573,1617
20574,1585
20575,48922
20576,449
20577,48922
20578,44206
20579,1014
20580,91896
20581,69985
20582,69990
20583,1288
20584,35259
20585,1300
20587,63270
20588,1012
20589,63756
20590,690
20591,395
20592,69990
20593,805
20594,48922
20595,82080
20596,46494
20597,73383
20599,1585
20600,184
20601,85646
20602,35245
20605,226
20606,63756
20607,66626
20608,70500
20609,1173
20610,1583
20611,1540
20612,226
20613,61726
20614,85669
20615,65877
20616,1167
20617,1054
20618,61726
20619,71117
20620,75453
20621,686
20622,849
20624,1540
20625,65877
20626,1116
20628,1457
20630,50588
20631,1259
20633,743
20634,44206
20635,1391
20636,52945
20637,70373
20638,49332
20639,57639
20640,57639
20641,85669
20642,62344
20643,52945
20645,953
20646,58096
20647,1391
20648,1193
20650,686
20651,85669
20652,85669
20653,1193
20654,1193
20655,1291
20656,58096
20659,50588
20661,54448
20662,1182
20663,54448
20669,57381
20670,65877
20671,1540
20672,65877
20673,73235
20675,78631
20676,75379
20677,57972
20678,73235
20680,805
20681,44206
20684,743
20688,67720
20689,1161
20690,64727
20692,1182
20693,58096
20694,63756
20695,1347
20696,69995
20697,51797
20698,58543
20699,69995
20700,63756
20701,64727
20702,1054
20703,75379
20704,75379
20705,64727
20706,75453
20707,1173
20708,226
20709,1161
20710,1161
20711,35259
20712,52945
20713,57257
20714,52945
20715,46494
20716,1012
20717,57639
20719,80479
20720,75421
20721,913
20722,70342
20723,69242
20724,46793
20725,78631
20726,0
20727,1113
20729,1347
20730,88486
20731,72051
20732,57309
20734,67720
20735,35259
20736,1188
20737,71117
20739,57309
20740,519
20741,57639
20742,58096
20743,83288
20744,44206
20746,1357
20747,68650
20748,44206
20749,85687
20750,1357
20751,1167
20752,1012
20754,69990
20757,65161
20758,57455
20759,1391
20761,686
20762,63099
20763,1084
20764,1084
20765,1482
20766,63099
20768,0
20769,519
20770,77145
20773,1457
20774,226
20775,1489
20777,1489
20778,78631
20779,64790
20781,146
20782,68650
20784,1223
20785,57290
20786,85710
20789,1502
20790,1540
20791,69990
20792,65341
20793,1167
20794,70373
20795,182
20796,1543
20797,1482
20798,13699
20799,75421
20800,1084
20802,73383
20803,57290
20804,226
20805,13699
20806,1391
20807,70342
20808,82067
20809,1489
20810,63099
20811,70373
20813,46793
20814,1617
20815,85687
20816,57309
20817,82067
20818,46494
20819,35259
20820,58543
20821,1399
20822,686
20823,46494
20824,146
20825,83288
20826,184
20827,57639
20828,91053
20829,1585
20831,86055
20832,61726
20833,1482
20834,63099
20835,57070
20836,1084
20837,0
20838,1182
20840,65341
20841,184
20842,1347
20843,57290
20844,1291
20845,1347
20846,69995
20850,72039
20852,77145
20853,1457
20854,1188
20856,686
20858,70373
20859,82070
20860,63882
20861,63882
20862,82070
20863,63882
20864,184
20872,953
20873,184
20874,0
20875,59008
20876,1014
20877,63882
20881,67720
20883,57309
20884,82070
20885,67720
20886,57417
20887,226
20888,63882
20889,57381
20890,91053
20891,78631
20892,65877
