fitness,tempo_execucao,estados_visitados,estados_podados,eficiencia_poda
12581.25087700001,1.5949733098347982,4257462,2257346,53.020931249650616
12581.25087700001,1.5949733098347982,4257462,2257346,53.020931249650616
12581.25087700001,1.5949733098347982,4257462,2257346,53.020931249650616
12581.25087700001,1.5949733098347982,4257462,2257346,53.020931249650616
12581.25087700001,1.5949733098347982,4257462,2257346,53.020931249650616
