IDTURMA,IDPROFESSOR
20396,70342
20399,1502
20404,449
20405,1014
20406,57290
20407,1347
20408,57381
20409,683
20410,57381
20411,1288
20412,913
20414,1347
20415,1543
20416,57290
20417,728
20418,519
20419,68173
20423,82080
20427,1347
20428,46494
20429,449
20432,69242
20433,1502
20434,690
20436,1259
20437,683
20438,1014
20439,57290
20440,69985
20441,48922
20442,91896
20443,44206
20444,690
20445,1259
20446,69985
20447,1107
20449,35245
20450,80479
20451,54448
20452,1012
20453,1012
20454,226
20455,913
20456,63756
20457,46793
20458,65161
20459,35245
20460,1161
20461,70342
20466,52945
20468,1347
20469,13828
20471,805
20472,1107
20473,82080
20475,1259
20476,1188
20481,1288
20482,1012
20484,1012
20485,46793
20486,70342
20487,449
20488,70342
20489,743
20490,57290
20491,73383
20492,57381
20493,67720
20494,69985
20495,1502
20497,69995
20508,54448
20509,63270
20510,54448
20511,64727
20512,54448
20515,913
20517,80479
20518,80479
20519,63756
20520,52945
20521,1585
20522,85646
20523,1502
20524,449
20525,71117
20527,519
20528,1188
20530,743
20531,1014
20532,57455
20534,52945
20535,1014
20536,68173
20537,68173
20538,743
20539,69990
20540,71117
20541,1617
20542,69985
20543,1014
20544,743
20545,75958
20546,70342
20549,63270
20550,913
20552,57455
20553,82080
20554,69990
20569,46793
20570,48922
20571,449
20572,743
20573,1288
20574,1617
20575,91896
20576,35259
20577,75958
20578,35259
20579,59008
20580,1347
20581,70342
20582,59008
20583,1347
20584,67720
20587,65161
20588,1012
20589,63270
20590,1188
20591,683
20592,1617
20593,57290
20594,69990
20595,1259
20596,78645
20597,683
20599,1585
20601,80479
20602,226
20605,226
20606,54448
20607,69995
20609,64727
20630,66626
20631,69990
20633,78645
20634,1014
20636,1585
20639,953
20640,953
20641,85669
20642,1193
20643,52945
20645,1193
20646,85669
20647,58096
20648,57639
20650,1391
20651,85669
20652,58096
20653,1391
20654,57639
20659,54448
20661,913
20663,913
20669,69990
20680,1188
20681,1259
20684,68173
20688,57381
20689,75379
20690,69995
20693,1167
20694,50588
20696,1173
20698,58543
20699,1585
20700,63756
20701,69995
20703,50588
20704,1161
20705,66626
20707,913
20709,1161
20710,1161
20711,1188
20712,52945
20714,52945
20715,805
20716,46793
20717,85669
20719,226
20721,913
20722,48922
20724,0
20725,58543
20726,0
20731,743
20734,449
20736,1347
20737,91896
20740,805
20754,1288
20757,46793
20758,913
20759,52945
20769,519
20789,46494
20790,58543
20795,805
20802,57381
20806,1391
20807,13828
20819,1617
20820,1167
20823,57381
20829,73383
20850,65877
20854,743
20859,63882
20860,63882
20861,63882
20862,82070
20863,63882
20876,1014
20877,82070
20884,57972
20888,63882
20889,805
20892,83288
20902,72039
20905,1585
20909,65877
20910,69985
20913,690
20917,72039
20918,69990
20919,84328
20922,87001
20923,1188
20933,72051
20935,82070
20939,1543
20941,72039
20943,57290
20948,82070
20950,87001
20954,35259
20959,65877
20964,83288
20970,83288
20982,83288
20985,57972
20993,57972
20997,83288
20998,82070
20999,72039
21000,63882
21003,57972
21005,72039
21009,65877
21011,84328
21012,82070
21014,65877
21020,728
21036,69985
21055,1502
21056,57381
21057,519
21059,395
21060,449
21061,70342
21062,1347
21063,46494
21064,57290
21065,1259
21066,48922
21067,1107
21068,73383
21069,73383
21070,1288
21072,1543
21074,59008
21075,1347
21077,1193
21084,35259
21085,2114
21086,89226
21087,2114
21096,2346
21097,74355
21099,2114
21100,2346
21101,2076
21102,80140
21105,88653
21106,74355
21108,2076
21109,2346
21110,80140
21113,2114
21115,56939
21116,2114
21117,74355
21119,53429
21120,86213
21121,89226
21123,88653
21124,86213
21125,2346
21126,74355
21127,53429
21128,57649
21129,74355
21130,2114
21132,53429
21133,87984
21134,2114
21135,80140
21136,53429
21138,74355
21139,2346
21140,2114
21141,86157
21142,53429
21143,57649
21144,2114
21145,88653
21146,89226
21147,57649
21148,53429
21149,87984
21150,86213
21151,2076
21153,88653
21155,86157
21156,86213
21159,89226
21164,87984
21165,80140
21166,2114
21167,80140
21168,88653
21170,2076
21171,80140
21172,57649
21173,53429
21174,86213
21176,87984
21177,86213
21178,2346
21179,86213
21180,2346
21181,88653
21182,86157
21184,56939
21185,56939
21186,56939
21187,80140
21197,53429
21198,74355
21199,2076
21203,88653
21205,53429
21206,2076
21208,90998
21209,90942
21223,67720
21226,1585
21227,59008
21228,78645
21229,519
21230,1259
21231,395
21232,57381
21233,182
21234,1347
21235,78645
21236,728
21237,69990
21238,1543
21239,73383
21240,57381
21241,35259
21244,69995
21249,75379
21322,67720
21324,1107
21325,1347
21326,519
21327,35259
21328,46494
21329,13828
21331,65877
21333,57455
21334,63756
21345,83288
21351,1014
21354,1502
21357,64727
21378,1347
21384,44206
21398,519
21445,74355
21448,70342
21450,1014
21454,44206
21455,1188
21462,82080
21465,0
21477,1014
21480,805
21488,65161
21490,82080
