IDTURMA,IDPROFESSOR
20396,449
20399,68173
20404,1585
20405,69990
20406,1188
20407,35259
20408,57290
20409,46494
20410,68173
20411,1288
20412,1012
20414,395
20415,70342
20416,46494
20417,68173
20418,44206
20419,805
20423,1502
20427,449
20428,70342
20429,683
20432,683
20433,1502
20434,72051
20436,805
20437,1188
20438,1188
20439,69990
20440,57290
20441,48922
20442,1259
20443,82080
20444,72051
20445,73383
20446,91896
20447,73383
20449,226
20450,70342
20451,46793
20452,35245
20453,80479
20454,226
20455,913
20456,1161
20457,63270
20458,46793
20459,63270
20460,1585
20461,70342
20466,1161
20468,1502
20469,91896
20471,690
20472,71117
20473,44206
20475,1585
20476,57381
20481,1107
20482,75379
20484,913
20485,1012
20486,54448
20487,395
20488,743
20489,1502
20490,683
20491,1188
20492,1259
20493,67720
20494,78645
20495,72051
20497,52945
20508,57455
20509,1585
20510,70342
20511,85646
20512,913
20515,52945
20517,63270
20518,54448
20519,75379
20520,70342
20521,46793
20522,52945
20523,35259
20524,395
20525,1259
20527,743
20528,1014
20530,82080
20531,91896
20532,1543
20534,52945
20535,91896
20536,1014
20537,67720
20538,743
20539,35259
20540,59008
20541,75958
20542,1347
20543,59008
20544,44206
20545,69985
20546,44206
20549,63756
20550,46793
20552,71117
20553,728
20554,57381
20569,51797
20570,68173
20571,70342
20572,75958
20573,69985
20574,1347
20575,690
20576,1288
20577,1288
20578,449
20579,35259
20580,690
20581,70342
20582,1585
20583,59008
20584,75958
20587,50588
20588,913
20589,51797
20590,57455
20591,743
20592,1543
20593,690
20594,48922
20595,78645
20596,683
20597,59008
20599,1012
20601,70342
20602,35245
20605,35245
20606,54448
20607,52945
20609,63756
20630,66626
20631,1543
20633,82080
20634,1014
20636,63756
20639,1391
20640,52945
20641,953
20642,1193
20643,85669
20645,58096
20646,953
20647,686
20648,62344
20650,1391
20651,85669
20652,62344
20653,58096
20654,686
20659,913
20661,52945
20663,64727
20669,1347
20680,35259
20681,82080
20684,1502
20688,690
20689,66626
20690,54448
20693,58543
20694,1161
20696,64727
20698,85669
20699,54448
20700,69995
20701,66626
20703,1161
20704,70342
20705,75379
20707,69995
20709,1161
20710,1161
20711,728
20712,0
20714,52945
20715,69985
20716,46793
20717,62344
20719,35245
20721,70342
20722,72051
20724,80479
20725,78631
20726,0
20731,1014
20734,57455
20736,72051
20737,1188
20740,805
20754,728
20757,65161
20758,50588
20759,57639
20769,1107
20789,44206
20790,58096
20795,1188
20802,69990
20806,1391
20807,69985
20819,1502
20820,58543
20823,743
20829,73383
20850,83288
20854,73383
20859,63882
20860,82070
20861,82070
20862,63882
20863,82070
20876,44206
20877,83288
20884,63882
20888,63882
20889,805
20892,72039
20902,82070
20905,1014
20909,65877
20910,683
20913,69242
20917,87001
20918,46494
20919,63882
20922,87001
20923,57290
20933,743
20935,72039
20939,67720
20941,87001
20943,73383
20948,65877
20950,84328
20954,1347
20959,57972
20964,87001
20970,87001
20982,87001
20985,87001
20993,57972
20997,83288
20998,82070
20999,57972
21000,63882
21003,57972
21005,83288
21009,65877
21011,63882
21012,72039
21014,65877
21020,1347
21036,69985
21055,1585
21056,1502
21057,519
21059,395
21060,449
21061,1347
21062,48922
21063,69242
21064,1543
21065,44206
21066,57290
21067,683
21068,69985
21069,72051
21070,71117
21072,71117
21074,67720
21075,69990
21077,57639
21084,35259
21085,88653
21086,89226
21087,2346
21096,53429
21097,56939
21099,87984
21100,56939
21101,89226
21102,2346
21105,57649
21106,2114
21108,2114
21109,88653
21110,89226
21113,2076
21115,80140
21116,53429
21117,53429
21119,74355
21120,80140
21121,74355
21123,2346
21124,90998
21125,53429
21126,57649
21127,88653
21128,74355
21129,57649
21130,74355
21132,2114
21133,87984
21134,2114
21135,2346
21136,53429
21138,2114
21139,56939
21140,53429
21141,86157
21142,57649
21143,2114
21144,2114
21145,2114
21146,89226
21147,2114
21148,74355
21149,80140
21150,80140
21151,56939
21153,57649
21155,86157
21156,53429
21159,80140
21164,2076
21165,88653
21166,88653
21167,86213
21168,90998
21170,87984
21171,56939
21172,86213
21173,86157
21174,2076
21176,87984
21177,80140
21178,90998
21179,86213
21180,2076
21181,80140
21182,87984
21184,56939
21185,86213
21186,86213
21187,0
21197,74355
21198,53429
21199,2076
21203,90998
21205,53429
21206,2076
21208,87984
21209,90942
21223,69990
21226,690
21227,71117
21228,68173
21229,395
21230,68173
21231,395
21232,1259
21233,69242
21234,69242
21235,1502
21236,728
21237,57381
21238,1288
21239,728
21240,46494
21241,519
21244,54448
21249,1012
21322,1014
21324,35259
21325,57455
21326,1347
21327,805
21328,805
21329,35259
21331,72039
21333,57455
21334,63756
21345,82070
21351,46494
21354,13828
21357,85646
21378,1188
21384,69990
21398,519
21445,53429
21448,69985
21450,683
21454,1014
21455,78645
21462,82080
21465,65877
21477,59008
21480,728
21488,51797
21490,1543
