fitness,tempo_execucao,estados_visitados,estados_podados,eficiencia_poda
304517.75472533336,60.01570928096771,9933477,9017812,90.78202929346895
304517.75472533336,60.01570928096771,9933477,9017812,90.78202929346895
304517.75472533336,60.01570928096771,9933477,9017812,90.78202929346895
304517.75472533336,60.01570928096771,9933477,9017812,90.78202929346895
304517.75472533336,60.01570928096771,9933477,9017812,90.78202929346895
