IDTURMA,IDPROFESSOR
20331,1084
20332,46793
20333,1489
20334,1412
20335,1294
20336,82085
20337,65341
20338,48266
20339,46793
20340,1412
20341,1294
20342,1182
20343,70342
20344,849
20345,63099
20346,1084
20347,1489
20348,48266
20349,1347
20350,69990
20351,1347
20352,57309
20353,57257
20354,46793
20355,1347
20356,849
20357,1583
20358,2048
20359,1291
20360,765
20361,75421
20362,1489
20363,1412
20364,70342
20365,70171
20366,70171
20367,77145
20368,65341
20369,75453
20370,48266
20371,1347
20372,46793
20373,1617
20378,65341
20379,75421
20380,1489
20381,1182
20383,57257
20384,63099
20385,57257
20386,13699
20387,70342
20388,1084
20389,75421
20392,849
20393,69242
20394,51797
20395,48266
20396,449
20397,1583
20398,765
20399,44206
20400,46793
20401,1412
20402,48266
20403,184
20404,743
20405,82080
20406,728
20407,395
20408,449
20409,35259
20410,690
20411,67720
20412,75379
20413,1482
20414,67720
20415,71117
20416,70342
20417,57381
20418,82080
20419,519
20421,1294
20422,1489
20423,1585
20427,44206
20428,57381
20429,449
20432,1543
20433,449
20434,46494
20436,805
20437,69242
20438,69990
20439,1259
20440,743
20441,46494
20442,69985
20443,690
20444,82080
20445,805
20446,67720
20447,78645
20449,1012
20450,69995
20451,80479
20452,57455
20453,57455
20454,52945
20455,913
20456,50588
20457,51797
20458,913
20459,1161
20460,1585
20461,63270
20462,69995
20463,49332
20465,65341
20466,1012
20467,1291
20468,1107
20469,1259
20471,57381
20472,57381
20473,743
20475,72051
20476,1617
20481,1107
20482,75379
20484,52945
20485,75379
20486,54448
20487,449
20488,1188
20489,69990
20490,70342
20491,67720
20492,805
20493,1107
20494,46494
20495,683
20496,75453
20497,50588
20499,65877
20501,44206
20503,57639
20504,69990
20505,62344
20506,85710
20507,1357
20508,1161
20509,50588
20510,913
20511,85646
20512,70342
20513,1291
20514,64790
20515,913
20517,69995
20518,69995
20519,63270
20520,52945
20521,65161
20522,1161
20523,1259
20524,68173
20525,519
20527,82080
20528,1502
20530,46494
20531,59008
20532,805
20533,75421
20534,65161
20535,48922
20536,44206
20537,69985
20538,69990
20539,449
20540,690
20541,1617
20542,75958
20543,48922
20544,728
20545,91896
20546,71117
20547,64790
20549,80479
20550,51797
20552,1288
20553,1502
20554,57290
20555,62344
20556,65877
20557,75379
20558,1107
20559,1391
20560,65877
20561,85710
20563,1167
20564,57070
20565,69990
20567,849
20569,52945
20570,91896
20571,1585
20572,1288
20573,35259
20574,48922
20575,44206
20576,75958
20577,69985
20578,1347
20579,71117
20580,68173
20581,1014
20582,35259
20583,1288
20584,71117
20585,2048
20587,1012
20588,63270
20589,52945
20590,82080
20591,57455
20592,683
20593,805
20594,72051
20595,59008
20596,1347
20597,1585
20599,64727
20600,49332
20601,75379
20602,35245
20605,35245
20606,50588
20607,913
20608,57417
20609,1585
20610,1482
20611,1107
20612,686
20613,57309
20614,1167
20615,75453
20616,953
20617,61726
20618,85669
20619,1182
20620,1054
20621,1457
20622,849
20624,226
20625,1457
20626,69995
20628,1540
20630,69995
20631,449
20633,69242
20634,73383
20635,1583
20636,54448
20637,1583
20638,226
20639,1391
20640,52945
20641,85669
20642,62344
20643,1391
20645,52945
20646,85669
20647,57639
20648,686
20650,686
20651,1193
20652,58096
20653,1391
20654,953
20655,1482
20656,1084
20659,70342
20661,64727
20662,57309
20663,1161
20669,69242
20670,65877
20671,1540
20672,57972
20673,57639
20675,78631
20676,78631
20677,61726
20678,75379
20680,69990
20681,1188
20684,1543
20688,805
20689,50588
20690,64727
20692,1182
20693,58096
20694,913
20695,75453
20696,75379
20697,184
20698,85669
20699,63756
20700,50588
20701,913
20702,1167
20703,54448
20704,66626
20705,75379
20706,1182
20707,70342
20708,46494
20709,1161
20710,1161
20711,1543
20712,0
20713,75421
20714,52945
20715,690
20716,70342
20717,57639
20719,1585
20720,75453
20721,913
20722,805
20723,51797
20724,80479
20725,85669
20726,46793
20727,78631
20729,1617
20730,88486
20731,48922
20732,1054
20734,1288
20735,57309
20736,1014
20737,73383
20739,35259
20740,57455
20741,686
20742,1167
20743,1116
20744,68650
20746,69990
20747,91053
20748,58096
20749,69990
20750,686
20751,1399
20752,1502
20754,44206
20757,1161
20758,1012
20759,62344
20761,1482
20762,75453
20763,63099
20764,1084
20765,63099
20766,63099
20768,184
20769,395
20770,77145
20773,70500
20774,1154
20775,69990
20777,1391
20778,70500
20779,1399
20781,1457
20782,49332
20784,57290
20785,2048
20786,70500
20789,1347
20790,58543
20791,70342
20792,46793
20793,146
20794,49332
20795,59008
20796,1188
20797,75421
20798,13699
20799,70373
20800,1482
20802,69242
20803,85710
20804,57309
20805,69242
20806,1391
20807,72051
20808,82067
20809,1291
20810,63099
20811,57070
20813,48266
20814,1482
20815,85687
20816,57455
20817,85687
20818,1391
20819,1502
20820,1167
20821,1116
20822,85687
20823,46494
20824,57417
20825,75453
20826,75379
20827,46494
20828,184
20829,67720
20831,57290
20832,57639
20833,1291
20834,728
20835,1502
20836,1583
20837,57070
20838,57070
20840,2048
20841,1412
20842,1357
20843,226
20844,57455
20845,65877
20846,1300
20850,65877
20852,90927
20853,51797
20854,72051
20856,46793
20858,48266
20859,82070
20860,63882
20861,63882
20862,82070
20863,82070
20864,395
20872,953
20873,395
20874,0
20875,91053
20876,683
20877,83288
20881,75379
20883,75453
20884,57972
20885,59008
20886,64727
20887,1540
20888,82070
20889,683
20890,64727
20891,1391
20892,82070
20894,85669
20895,64790
20897,1540
20900,1457
20901,75379
20902,72039
20904,63099
20905,522
20906,765
20907,1188
20909,65877
20910,182
20911,849
20913,72051
20916,85669
20917,87001
20918,73383
20919,63882
20921,58543
20922,82070
20923,690
20925,1294
20926,85700
20928,1300
20929,51797
20930,61726
20931,51797
20932,1288
20933,57290
20934,63099
20935,82070
20936,91053
20937,1399
20938,1193
20939,1502
20940,1223
20941,72039
20942,1399
20943,69985
20944,1193
20948,83288
20949,1193
20950,87001
20951,1300
20953,64727
20954,68173
20955,1457
20956,57639
20958,57639
20959,65877
20960,54448
20961,1012
20962,1300
20963,69995
20964,72039
20965,91053
20966,64790
20967,1054
20968,44206
20969,85700
20970,57972
20971,63756
20973,85710
20974,59008
20975,1154
20977,85710
20978,63756
20979,0
20980,63756
20981,49332
20982,72039
20983,1054
20985,72039
20986,728
20987,64790
20988,1054
20990,85710
20992,68650
20993,72039
20995,1012
20997,83288
20998,82070
20999,87001
21000,63882
21001,70500
21002,57639
21003,57972
21005,83288
21006,72051
21007,2048
21008,69995
21009,65877
21011,72039
21012,87001
21013,57290
21014,65877
21015,91053
21016,72051
21017,64790
21018,1193
21019,184
21020,69985
21021,1543
21022,75379
21023,63270
21028,86055
21030,85700
21032,52945
21033,35245
21034,1154
21035,58543
21036,35259
21037,1223
21038,728
21039,63270
21041,85700
21043,67720
21045,1188
21047,86055
21050,83288
21053,1294
21055,82080
21056,1585
21057,1107
21058,1107
21059,395
21060,1107
21061,46494
21062,1502
21063,1014
21064,57381
21065,1543
21066,1188
21067,683
21068,73383
21069,46494
21070,69990
21072,1107
21073,1182
21074,67720
21075,78645
21077,1540
21084,1617
21085,2114
21086,89226
