IDTURMA,IDPROFESSOR
20331,1482
20332,1482
20333,48266
20334,75421
20335,46793
20336,1617
20337,58096
20338,765
20339,69990
20340,82085
20341,58096
20342,69990
20343,70342
20344,57070
20345,69990
20346,70342
20347,48266
20348,849
20349,1489
20350,51797
20351,1084
20352,57257
20353,57257
20354,57309
20355,46793
20356,1412
20357,57257
20358,1182
20359,75421
20360,765
20361,1482
20362,1617
20363,70342
20364,82085
20365,1391
20366,77145
20367,75453
20368,90927
20369,57309
20370,49332
20371,57070
20372,48266
20373,1412
20378,57070
20379,1412
20380,1489
20381,2048
20383,1583
20384,1583
20385,1291
20386,70342
20387,70342
20388,57257
20389,63099
20392,58096
20393,69990
20394,849
20395,1617
20396,519
20397,765
20398,75421
20399,1347
20400,765
20401,1617
20402,57257
20403,1347
20404,82080
20405,1543
20406,71117
20407,449
20408,805
20409,519
20410,57455
20411,683
20412,913
20413,46793
20414,1107
20415,728
20416,805
20417,728
20418,46494
20419,1288
20421,1294
20422,57257
20423,1502
20427,1259
20428,1543
20429,1347
20432,57381
20433,57290
20434,690
20436,71117
20437,72051
20438,683
20439,683
20440,48922
20441,805
20442,13828
20443,73383
20444,522
20445,72051
20446,67720
20447,805
20449,1012
20450,35245
20451,226
20452,35245
20453,54448
20454,75379
20455,54448
20456,50588
20457,1585
20458,35245
20459,1161
20460,913
20461,54448
20462,54448
20463,765
20465,1583
20466,63270
20467,765
20468,44206
20469,91896
20471,78645
20472,1188
20473,1259
20475,743
20476,1014
20481,1107
20482,80479
20484,85646
20485,1585
20486,913
20487,57455
20488,690
20489,1585
20490,805
20491,82080
20492,683
20493,46494
20494,13828
20495,91896
20496,686
20497,75379
20499,1347
20501,1347
20503,1167
20504,78631
20505,1054
20506,62344
20507,44206
20508,63270
20509,50588
20510,913
20511,64727
20512,52945
20513,1084
20514,1347
20515,70342
20517,69995
20518,226
20519,80479
20520,52945
20521,52945
20522,913
20523,519
20524,1014
20525,449
20527,690
20528,57455
20530,69985
20531,59008
20532,743
20533,1482
20534,63270
20535,91896
20536,743
20537,690
20538,67720
20539,1617
20540,59008
