geracao,fitness_medio,fitness_melhor,fitness_pior,diversidade
0,7856.172743666669,11178.388876999996,4686.998877,20.004597701149425
1,8100.766543666668,11178.388876999996,4686.998877000002,19.963218390804595
2,8417.68234366667,11668.518877,6089.860876999996,19.862068965517242
3,8531.315610333335,11668.518877,6366.528877000004,19.682758620689654
4,8709.230743666669,11668.518877,6972.904876999999,19.542528735632185
5,8920.02714366667,11668.518877,7212.952876999996,19.266666666666666
6,9052.208343666669,11668.518877,7212.952876999998,19.27816091954023
7,9202.44974366667,11668.518877,7212.9528770000015,19.011494252873565
8,9437.37734366667,11668.518877,7212.952877000006,18.84367816091954
9,9718.077410333335,13954.424877000001,7212.95287700001,18.66896551724138
10,9942.79314366667,13954.424877000005,7498.498877000008,18.563218390804597
11,10285.946210333337,15507.184877,8615.814877000004,18.275862068965516
12,10448.473077000002,15507.184877,8652.434876999998,18.360919540229887
13,10731.728410333337,15507.184877,8652.434877000007,18.07816091954023
14,10863.421877000004,15507.184877,8892.482876999997,17.901149425287358
15,11038.139477000002,15507.184877,8892.482877000004,17.58390804597701
16,11038.139477000002,15507.184877,8892.482877000004,17.58390804597701
17,11198.534810333336,15507.184877,9498.858877000004,17.44367816091954
18,11254.51914366667,15507.184877,9498.858877000004,17.24367816091954
19,11403.038010333337,15507.184877,9498.858877000006,16.93793103448276
20,11403.038010333337,15507.184877,9498.858877000006,16.93793103448276
21,11642.962210333335,15507.184877,10024.45287700001,16.275862068965516
22,11735.200810333336,15507.184877,10295.344876999998,15.459770114942529
23,11939.54574366667,15542.648877000003,10295.344876999998,15.07816091954023
24,11939.54574366667,15542.648877000003,10295.344876999998,15.07816091954023
25,12106.799810333336,15542.648877000003,10295.344877000003,14.845977011494252
26,12106.799810333336,15542.648877000003,10295.344877000003,14.845977011494252
27,12106.799810333336,15542.648877000003,10295.344877000003,14.845977011494252
28,12106.799810333336,15542.648877000003,10295.344877000003,14.845977011494252
29,12228.769143666668,15542.648877000003,10317.332877000004,14.388505747126437
30,12379.88954366667,15542.648877000003,10317.332877000006,14.16551724137931
31,12622.362343666668,15542.648877000003,10317.332877000006,13.154022988505748
32,12622.362343666668,15542.648877000003,10317.332877000006,13.154022988505748
33,12706.560810333334,15542.648877000003,11178.388876999996,12.533333333333333
34,12850.854010333334,15542.648877000003,11178.388877000001,11.777011494252873
35,12850.854010333334,15542.648877000003,11178.388877000001,11.777011494252873
36,12943.388543666668,15542.648877000003,11178.388877000001,11.432183908045976
37,13092.601810333335,15654.786877000004,11178.388877000001,11.618390804597702
38,13092.601810333335,15654.786877000004,11178.388877000001,11.618390804597702
39,13092.601810333335,15654.786877000004,11178.388877000001,11.618390804597702
40,13381.188210333336,15654.786877000004,11178.388877000005,11.186206896551726
41,13381.188210333336,15654.786877000004,11178.388877000005,11.186206896551726
42,13381.188210333336,15654.786877000004,11178.388877000005,11.186206896551726
43,13439.445277,15654.786877000004,11178.388877000005,11.004597701149425
44,13533.161943666668,15654.786877000004,11178.388877000005,11.24367816091954
45,13677.455143666668,15654.786877000004,11178.388877000009,10.86896551724138
46,13677.455143666668,15654.786877000004,11178.388877000009,10.86896551724138
47,13677.455143666668,15654.786877000004,11178.388877000009,10.86896551724138
48,13677.455143666668,15654.786877000004,11178.388877000009,10.86896551724138
