IDTURMA,IDPROFESSOR
20331,82085
20332,1084
20333,48266
20334,765
20335,1489
20336,1482
20337,1347
20338,75421
20339,1291
20340,1182
20341,1412
20342,849
20343,2048
20344,69990
20345,1482
20346,1583
20347,69242
20348,48266
20349,1084
20350,1291
20351,69242
20352,69242
20353,70342
20354,69242
20355,1291
20356,1489
20357,69990
20358,1617
20359,48266
20360,1583
20361,1617
20362,2048
20363,1182
20364,1347
20365,1617
20366,57309
20367,65341
20368,77145
20369,82085
20370,57070
20371,70342
20372,46793
20373,2048
20378,1291
20379,57257
20380,849
20381,1489
20383,57257
20384,1084
20385,63099
20386,1391
20387,1412
20388,1291
20389,1412
20392,1489
20393,1182
20394,765
20395,1412
20396,35259
20397,1347
20398,1482
20399,743
20400,57070
20401,58096
20402,82085
20403,1583
20404,1259
20405,683
20406,57455
20407,449
20408,1259
20409,1347
20410,57381
20411,68173
20412,50588
20413,1489
20414,1617
20415,690
20416,805
20417,449
20418,1188
20419,743
20421,184
20422,1617
20423,57381
20427,48922
20428,1188
20429,1502
20432,72051
20433,1502
20434,805
20436,13828
20437,69242
20438,1502
20439,1502
20440,805
20441,728
20442,683
20443,82080
20444,57381
20445,59008
20446,73383
20447,72051
20449,54448
20450,52945
20451,35245
20452,57455
20453,1161
20454,1585
20455,913
20456,63756
20457,35245
20458,52945
20459,46793
20460,50588
20461,54448
20462,63270
20463,2048
20465,82085
20466,63756
20467,1294
20468,78645
20469,1585
20471,1347
20472,522
20473,71117
20475,1107
20476,449
20481,1543
20482,80479
20484,1012
20485,75379
20486,54448
20487,519
20488,1014
20489,1259
20490,395
20491,82080
20492,522
20493,44206
20494,182
20495,805
20496,686
20497,54448
20499,69990
20501,35259
20503,1347
20504,849
20505,849
20506,1357
20507,46494
20508,52945
20509,57455
20510,913
20511,85646
20512,913
20513,1391
20514,75379
20515,52945
20517,46793
20518,50588
20519,85646
20520,226
20521,50588
20522,75379
20523,449
20524,1288
20525,395
20527,82080
20528,743
20530,57381
20531,13828
20532,1188
20533,1084
20534,65161
20535,91896
20536,35259
20537,743
20538,449
20539,1585
20540,48922
20541,71117
20542,1014
20543,48922
20544,1347
20545,70342
20546,69985
20547,57639
20549,52945
20550,65161
20552,690
20553,743
20554,68173
20555,1540
20556,44206
20557,61726
20558,1502
20559,75453
20560,1167
20561,57070
20563,85669
20564,85669
20565,85669
20567,1012
20569,1012
20570,69990
20571,70342
20572,728
20573,743
20574,75958
20575,48922
20576,1617
20577,67720
20578,35259
20579,71117
20580,71117
20581,67720
20582,59008
20583,1288
20584,69990
20585,35245
20587,46793
20588,1012
20589,63270
20590,57290
20591,69990
20592,690
20593,69985
20594,728
20595,1014
20596,182
20597,522
20599,1012
20600,1399
20601,63270
20602,226
20605,35245
20606,69995
20607,1585
20608,1154
20609,50588
20610,70342
20611,686
20612,85710
20613,1116
20614,85710
20615,1182
20616,85669
20617,1540
20618,1540
20619,686
20620,1182
20621,1054
20622,85710
20624,1116
20625,1116
20626,69990
20628,1457
20630,66626
20631,1188
20633,78645
20634,73383
20635,70373
20636,66626
20637,13699
20638,1188
20639,58096
20640,1193
20641,953
20642,1391
20643,57639
20645,1391
20646,58096
20647,52945
20648,686
20650,953
20651,686
20652,62344
20653,85669
20654,52945
20655,63099
20656,51797
20659,75379
20661,69995
20662,849
20663,50588
20669,182
20670,57639
20671,61726
20672,62344
20673,57972
20675,62344
20676,75379
20677,1540
20678,75379
20680,67720
20681,1543
20684,44206
20688,46494
20689,54448
20690,52945
20692,75421
20693,85669
20694,1161
20695,70342
20696,54448
20697,70373
20698,58096
20699,1161
20700,64727
20701,64727
20702,57639
20703,63756
20704,64727
20705,913
20706,75453
20707,63756
20708,88486
20709,1161
20710,1161
20711,35259
20712,0
20713,184
20714,52945
20715,69990
20716,1012
20717,78631
20719,70342
20720,184
20721,46793
20722,46494
20723,75453
20724,80479
20725,57639
20726,0
20727,57309
20729,1294
20730,75379
20731,69985
20732,765
20734,57290
20735,65877
20736,72051
20737,805
20739,57309
20740,519
20741,78631
20742,69990
20743,1116
20744,69995
20746,85687
20747,184
20748,58096
20749,57639
20750,69990
20751,57639
20752,1116
20754,519
20757,70342
20758,63270
20759,85669
20761,686
20762,1347
20763,1084
20764,1084
20765,1482
20766,1391
20768,0
20769,1107
20770,77145
20773,395
20774,1223
20775,1391
20777,849
20778,91053
20779,1399
20781,1399
20782,2048
20784,57417
20785,91053
20786,1167
20789,71117
20790,1540
20791,1482
20792,65341
20793,70500
20794,49332
20795,71117
20796,85710
20797,69242
20798,70373
20799,1084
20800,75421
20802,69985
20803,57290
20804,1457
20805,13699
20806,58543
20807,69242
20808,85687
20809,57455
20810,46793
20811,48266
20813,49332
20814,65341
20815,85687
20816,1583
20817,85687
20818,1391
20819,68173
20820,62344
20821,1357
20822,1107
20823,1107
20824,57417
20825,1399
20826,57309
20827,63756
20828,395
20829,70342
20831,58543
20832,46494
20833,57455
20834,58543
20835,1161
20836,57257
20837,57070
20838,44206
20840,184
20841,1583
20842,58096
20843,1543
20844,57309
20845,57070
20846,226
20850,72039
20852,1391
20853,1223
20854,1259
20856,63099
20858,48266
20859,82070
20860,82070
20861,63882
20862,63882
20863,63882
20864,395
20872,953
20873,395
20874,0
20875,67720
20876,69242
20877,65877
20881,75453
20883,67720
20884,63882
20885,57417
20886,78631
20887,686
20888,63882
20889,68173
20890,57639
20891,70500
20892,82070
20894,1116
20895,63756
20897,69990
20900,953
20901,91053
20902,72039
20904,72051
20905,805
20906,1182
20907,63270
20909,65877
20910,78645
20911,71117
20913,91896
20916,61726
20917,84328
20918,73383
20919,87001
20921,728
20922,87001
20923,1014
20925,1294
20926,63270
20928,146
20929,63756
20930,61726
20931,65161
20932,63099
20933,72051
20934,1193
20935,84328
20936,1300
20937,64790
20938,63099
20939,69990
20940,1193
20941,82070
20942,1288
20943,1014
20944,728
20948,57972
20949,67720
20950,84328
20951,64790
20953,1399
20954,75958
20955,1457
20956,146
20958,91053
20959,57972
20960,54448
20961,57972
20962,64790
20963,75453
20964,83288
20965,146
20966,63099
20967,1054
20968,75453
20969,51797
20970,72039
20971,44206
20973,1054
20974,64790
20975,728
20977,2048
20978,85710
20979,0
20980,51797
20981,91053
20982,72039
20983,57972
20985,87001
20986,67720
20987,1193
20988,1116
20990,1502
20992,78631
20993,72039
20995,1502
20997,65877
20998,63882
20999,83288
21000,82070
21001,1188
21002,78631
21003,83288
21005,65877
21006,1167
21007,57639
21008,849
21009,83288
21011,87001
21012,84328
21013,728
21014,57972
21015,1193
21016,1193
21017,63756
21018,85700
21019,65161
21020,67720
21021,75379
21022,57639
21023,2048
21028,86055
21030,85700
21032,63270
21033,1223
21034,70500
21035,58543
21036,91896
21037,85710
21038,146
21039,1300
21041,58096
21043,728
21045,63099
21047,54448
21050,44206
21053,1294
21055,82080
21056,57381
21057,519
21058,190
21059,519
21060,449
21061,78645
21062,57290
21063,1188
21064,1188
21065,683
21066,72051
21067,78645
21068,46494
21069,46494
21070,57381
21072,1543
21073,226
21074,35259
21075,48922
21077,1540
21084,59008
21085,80140
21086,80140
21087,2346
21091,1161
21092,62344
21093,58096
21096,2346
21097,2114
21098,65941
21099,87984
21100,53429
21101,2114
21102,89226
21103,1457
21104,85700
21105,57649
21106,89226
21107,73235
21108,56939
21109,56939
21110,90942
21112,78631
21113,56939
21115,2114
21116,89226
21117,53429
21118,69995
21119,53429
21120,87984
21121,74355
21123,2076
21124,87984
21125,57649
21126,53429
21127,56939
21128,74355
21129,57649
21130,2114
21132,57649
21133,90998
21134,53429
21135,80140
21136,57649
21138,53429
21139,80140
21140,53429
21141,87984
21142,80140
21143,74355
21144,2114
21145,2076
21146,89226
21147,2346
21148,74355
21149,56939
21150,80140
21151,2076
21153,88653
21154,1223
21155,86213
21156,86213
21157,1288
21159,80140
21163,1188
21164,86157
21165,2076
21166,57649
21167,86157
21168,88653
21170,56939
21171,2076
21172,87984
21173,87984
21174,2346
21175,1223
21176,56939
21177,87984
21178,90998
21179,86213
21180,2346
21181,90998
21182,86157
21184,53429
21185,56939
21186,56939
21187,0
21188,57417
21189,0
21190,1154
21191,184
21192,59008
21193,85700
21194,0
21195,70500
21196,849
21197,57649
21198,53429
21199,2076
21203,88653
21205,88653
21206,90998
21208,87984
21209,89226
21223,519
21226,35259
21227,48922
21228,78645
21229,519
21230,683
21231,449
21232,1543
21233,57381
21234,91896
21235,1259
21236,728
21237,1288
21238,0
21239,1014
21240,57455
21241,71117
21244,913
21249,0
21262,1391
21265,70342
21271,63099
21279,78631
21280,59008
21288,58096
21290,1223
21298,1399
21303,51797
21304,35259
21305,1457
21306,1054
21307,226
21308,1054
21311,1502
21312,226
21313,765
21314,88486
21315,1167
21316,1502
21317,71117
21318,57455
21319,1294
21322,522
21324,13828
21325,57455
21326,395
21327,78626
21328,13828
21329,78626
21331,57972
21333,63756
21334,57455
21335,35259
21336,85669
21338,1457
21339,1502
21340,1113
21341,1294
21344,57309
21345,83288
21346,67720
21348,63099
21349,0
21351,1014
21354,550
21356,70171
21357,64727
21358,35245
21363,2048
21366,85700
21369,35259
21370,1457
21378,683
21384,70342
21398,78626
21445,2114
21446,44206
21447,1399
21448,67720
21450,72051
21454,57381
21455,683
21460,13699
21462,82080
21463,1391
21465,0
21468,69990
21470,1113
21474,63756
21475,1012
21477,1014
21478,190
21479,1357
21480,519
21481,57639
21482,1012
21483,1617
21484,226
21487,58096
21488,1161
21489,63270
21490,690
21491,1113
21492,190
21493,50453
21494,0
